campany_name,rating,headquarter,headquarter,num_of_locations,pub_or_pri,how long,employees,reviews,reviews,salaries,jobs,interviews
Handiman Services ,4.1,"Bangalore/Bengaluru,Karnataka + 1 more",Bangalore/Bengaluru, 1,Private,24,51-200 Employees (India),,53,113,1,
Daimler ,4.1,Stuttgart + 8 more,Stuttgart, 8,Private,136,51-200 Employees (India),,861,451,,7
United Nations ,4.5,"New York,New York State + 6 more",New York, 6,Private,77,10k-50k Employees (Global),,271,105,,4
The Peerless General Finance & Investment Co. ,3.8,Kolkata + 23 more,Kolkata, 23,,90,51-200 Employees (India),,236,117,,
Directi ,3.6,"Mumbai,Maharashtra + 3 more",Mumbai, 3,Private,24,1k-5k Employees (India),,133,464,43,28
Zavenir Daubert ,4.1,"Gurgaon/Gurugram,Haryana + 6 more",Gurgaon/Gurugram, 6,Private,27,51-200 Employees (India),,52,163,,
MIPL ,4.3,"Bangalore/Bengaluru,Karnataka + 18 more",Bangalore/Bengaluru, 18,Private,19,201-500 Employees (India),,52,332,,5
Rezayat Group ,4.5,Al Khobar + 7 more,Al, 7,,73,51-200 Employees (India),,52,106,,2
Blue Mount ,3.2,New Delhi + 9 more,New, 9,Private,8,11-50 Employees (India),,52,124,,
Koso India ,4.3,Nashik + 3 more,Nashik, 3,Private,33,201-500 Employees (India),,52,402,,3
Renu Electronics ,4,Pune,#VALUE!,#VALUE!,Private,31,51-200 Employees (India),,52,282,,
Indira Gandhi International Airport ,4.3,New Delhi + 5 more,New, 5,Public,60,10k-50k Employees (Global),,52,156,,1
Dey's Medical ,3.8,Kolkata + 11 more,Kolkata, 11,Public,36,501-1k Employees (India),,52,179,,
Kotak Education Foundation ,3.9,"Mumbai,Maharashtra + 2 more",Mumbai, 2,Private,15,201-500 Employees (India),,52,300,6,1
AIETS ,3.3,New Delhi + 6 more,New, 6,Private,20,51-200 Employees (India),,52,124,2,2
XM Software Solutions ,4.2,Kochi + 3 more,Kochi, 3,Private,16,501-1k Employees (Global),,52,89,,2
Compassites Software Solutions ,2.6,"Bangalore/Bengaluru,Karnataka + 1 more",Bangalore/Bengaluru, 1,Private,17,51-200 Employees (India),,52,349,,1
IRM Offshore & Marine Engineers ,3.8,Ahmedabad + 3 more,Ahmedabad, 3,,58,51-200 Employees (India),,52,281,,3
Lumax Mannoh Allied Technologies ,4.1,Gurugram + 3 more,Gurugram, 3,Private,9,51-200 Employees (India),,52,290,,2
Il&fs Environmental Infrastructure And Services ,3.4,New Delhi + 10 more,New, 10,Public,15,201-500 Employees (India),,52,164,,1
Mobicule Technologies ,3.3,Mumbai + 2 more,Mumbai, 2,Private,14,201-500 Employees (India),,52,340,26,4
Abdullah A M Al Khodari Sons Co ,3.9,Alkhobar + 9 more,Alkhobar, 9,Private,56,1-10 Employees (India),,52,58,,
Almajal Alarabi Holding ,4.1,Riyadh + 7 more,Riyadh, 7,Private,32,50k-1 Lakh Employees (India),,52,60,,2
Consort Builders ,4.3,Chandigarh + 7 more,Chandigarh, 7,Private,18,51-200 Employees (India),,52,170,,5
Mohan Meakin ,3.8,Ghaziabad + 5 more,Ghaziabad, 5,Public,167,1k-5k Employees (India),,52,181,,1
Crif Solutions ,3.6,Bologna,#VALUE!,#VALUE!,,17,201-500 Employees (India),,52,615,1,2
Donaldson India Filter Systems ,3.9,Gurgaon + 3 more,Gurgaon, 3,,107,51-200 Employees (India),,52,311,9,
Tarz Distribution India ,4.3,"Mumbai,Maharashtra + 12 more",Mumbai, 12,Private,15,501-1k Employees (India),,52,166,,1
Swan Solutions & Services ,4.4,"Mumbai,Maharashtra + 4 more",Mumbai, 4,Private,33,201-500 Employees (India),,52,218,13,
Terminal Technologies (i) ,4.5,Vasai Virar + 4 more,Vasai, 4,,29,201-500 Employees (India),,52,245,,2
Contract Resources Petrochem Services ,4.4,Lonsdale + 2 more,Lonsdale, 2,Private,33,11-50 Employees (India),,52,277,1,
Bangalore Metro Rail Corporation ,4.1,Bengaluru + 1 more,Bengaluru, 1,,11,201-500 Employees (India),,52,362,,1
GRP ,4,Mumbai + 9 more,Mumbai, 9,Public,48,1k-5k Employees (India),,52,228,,4
GKB Opticals ,4.3,Kolkata + 11 more,Kolkata, 11,Private,54,51-200 Employees (India),,52,182,,
Indian Express Group ,4.1,Noida + 8 more,Noida, 8,,90,5k-10k Employees (India),,52,336,2,2
T.K. Engineering Consortium ,3.3,Naharlagun + 5 more,Naharlagun, 5,Private,32,201-500 Employees (India),,52,131,,
Shree Maruti Courier Service ,3.8,"Mumbai,Maharashtra + 20 more",Mumbai, 20,Private,35,201-500 Employees (India),,52,390,1,3
Dayco Power Transmission ,3.6,Troy + 1 more,Troy, 1,Private,117,51-200 Employees (India),,52,210,,1
Stylebaazar ,4.4,"Howrah,West Bengal + 18 more",Howrah, 18,,9,201-500 Employees (India),,52,252,,2
Velammal Medical College Hospital & Research Institute ,3.7,"Madurai,Tamil Nadu",Madurai,#VALUE!,Private,9,51-200 Employees (India),,52,225,,1
Ami Organics ,4,"Surat,Gujrat",Surat,#VALUE!,Public,15,201-500 Employees (India),,52,391,2,7
East India Pharmaceutical Works ,4.3,Kolkata + 17 more,Kolkata, 17,,86,1k-5k Employees (India),,52,101,,
Max Speciality Films ,3.8,Noida + 7 more,Noida, 7,,32,201-500 Employees (India),,52,242,,
Petrofac Emirates LLC ,4.6,Abu Dhabi + 8 more,Abu, 8,,41,5k-10k Employees (India),,52,157,,5
Hayat Communication ,3.3,Safat + 10 more,Safat, 10,,27,51-200 Employees (India),,52,127,,2
IndiaNivesh Securities ,4.3,Mumbai + 18 more,Mumbai, 18,Private,6,51-200 Employees (India),,52,220,,
Thinq Pharma Cro ,4.1,"Mumbai,Maharashtra + 7 more",Mumbai, 7,Public,20,51-200 Employees (India),,52,287,1,2
Maheshwari Mining ,3.4,Kolkata + 11 more,Kolkata, 11,Private,44,501-1k Employees (India),,52,282,,4
Classic Fashion Apparel Industry Ltd Co ,4.3,Irbid + 4 more,Irbid, 4,Private,19,50k-1 Lakh Employees (India),,52,134,,2
Innovare Labs ,3.6,"Hyderabad/Secunderabad,Telangana + 3 more",Hyderabad/Secunderabad, 3,Private,10,11-50 Employees (India),,52,374,,3
Eenadu Television ,4.3,Hyderabad + 6 more,Hyderabad, 6,Private,31,51-200 Employees (India),,52,212,,
Emirates Steel Industries ,4.3,Abu Dhabi + 3 more,Abu, 3,Private,24,1k-5k Employees (India),,52,126,,3
Podar World School ,3.3,Mumbai + 5 more,Mumbai, 5,Private,95,5k-10k Employees (Global),,52,144,,1
Marg Compusoft ,3.9,"Delhi/NCR,Delhi + 8 more",Delhi/NCR, 8,,22,5k-10k Employees (India),,52,220,7,
Sunrise Biztech Systems ,3.7,Edison + 1 more,Edison, 1,Private,32,51-200 Employees (India),,52,234,,3
Sarda Metals & Alloys ,4,Raipur + 3 more,Raipur, 3,Public,49,201-500 Employees (India),,52,219,,3
Emirates National Oil Company ,4.5,Dubai + 3 more,Dubai, 3,Private,29,5k-10k Employees (India),,52,107,,4
Black Cat Engineering And Construction ,4,Doha + 5 more,Doha, 5,,18,1k-5k Employees (Global),,52,113,,3
Jsw Infrastructure ,3.8,"Mumbai,Maharashtra + 10 more",Mumbai, 10,Public,23,1k-5k Employees (India),,52,272,,2
BHARAT TECHNO PLAST ,3.8,Mumbai + 5 more,Mumbai, 5,Private,30,51-200 Employees (Global),,52,248,,2
Cradle Runways (india) ,3,Mumbai + 8 more,Mumbai, 8,,29,501-1k Employees (India),,52,220,3,1
Truetzschler India ,4.1,Mönchengladbach + 3 more,Mönchengladbach, 3,,134,11-50 Employees (India),,52,221,,1
Gallantt Ispat ,3.9,"Gorakhpur,Uttar Pradesh + 4 more",Gorakhpur, 4,Public,17,501-1k Employees (India),,52,191,,3
PARI ROBOTICS ,3.6,"Pune,Maharashtra + 2 more",Pune, 2,,32,11-50 Employees (India),,52,195,,3
Saahaj Milk Producer Company ,4.3,Agra + 9 more,Agra, 9,,8,501-1k Employees (Global),,52,121,,2
VishwaRaj Hospital ,3.9,"Pune,Maharashtra + 2 more",Pune, 2,Private,6,11-50 Employees (India),,52,183,4,
Neha Herbals ,4.3,New Delhi + 17 more,New, 17,Private,30,51-200 Employees (India),,52,167,4,2
Tv9 ,4.3,Hyderabad + 4 more,Hyderabad, 4,Private,18,5k-10k Employees (Global),,52,260,,
Chopra Industries ,3.4,Ludhiana + 13 more,Ludhiana, 13,Private,12,501-1k Employees (Global),,52,312,,2
Flowserve Sanmar ,3.8,Chennai + 9 more,Chennai, 9,Private,35,51-200 Employees (Global),,52,318,,3
Himadri Chemicals & Industries ,3.7,"Kolkata,West Bengal + 2 more",Kolkata, 2,Public,35,501-1k Employees (India),,52,181,,
SBL Knowledge Services ,3,"Bengaluru,Karnataka + 5 more",Bengaluru, 5,Private,17,501-1k Employees (India),,52,409,5,1
Premsons Motor Udyog ,3.9,"Ranchi,Jharkhand + 3 more",Ranchi, 3,Private,26,1k-5k Employees (India),,52,262,8,3
Unipath Specialty Laboratory ,4.1,"Kolkata,West Bengal + 12 more",Kolkata, 12,Private,13,51-200 Employees (India),,52,280,16,2
China Petroleum Engineering & Construction Corporation ,4,"Beijing,Beijing + 5 more",Beijing, 5,Public,42,10k-50k Employees (Global),,52,201,,1
Tribeca Care ,4.5,Kolkata,#VALUE!,#VALUE!,Private,9,11-50 Employees (India),,52,31,,
The Mathrubhumi Printing and Publishing  ,3.8,Kozhikode + 11 more,Kozhikode, 11,Public,99,1k-5k Employees (India),,52,221,,2
Indostar Home Finance ,4.3,Mumbai + 28 more,Mumbai, 28,Public,6,51-200 Employees (India),,52,322,,3
Goyal Brothers Prakashan ,2.5,Noida + 4 more,Noida, 4,Private,62,201-500 Employees (India),,52,223,,
Godavari Polymers ,4.3,Secunderabad + 6 more,Secunderabad, 6,Private,31,201-500 Employees (India),,52,280,,
P&R Infraprojects ,4,Chandigarh + 7 more,Chandigarh, 7,Private,36,51-200 Employees (India),,52,186,,
The Oxford College of Engineering ,4.1,Bengaluru,#VALUE!,#VALUE!,Private,48,201-500 Employees (India),,52,109,,
Lacoste ,4.2,Paris + 13 more,Paris, 13,Public,89,5k-10k Employees (Global),,52,155,,1
RNS Motors ,4.4,Bangalore + 3 more,Bangalore, 3,,27,,,52,268,,1
DreamOrbit ,4.1,"Bangalore/Bengaluru,Karnataka + 1 more",Bangalore/Bengaluru, 1,Private,12,201-500 Employees (India),,52,536,,2
Sigma Infosolutions ,3.6,Irvine + 5 more,Irvine, 5,Public,18,201-500 Employees (India),,52,343,23,1
Grand View Research ,3.8,San Francisco,San,#VALUE!,Private,8,201-500 Employees (India),,52,524,7,
Intersoft Data Labs ,4,Columbia + 2 more,Columbia, 2,Private,19,501-1k Employees (India),,52,570,,6
Analytics Quotient ,4,"Bangalore,Karnataka + 1 more",Bangalore, 1,Private,14,501-1k Employees (India),,52,513,13,5
Mckinsey Knowledge Center ,4.2,"Chennai,Tamil Nadu + 4 more",Chennai, 4,,24,1k-5k Employees (India),,52,539,,2
L Cube Innovative Solutions ,3.6,"Waterbury,Connecticut + 2 more",Waterbury, 2,Private,30,201-500 Employees (India),,52,225,1,2
Lokmanya Multipurpose Co-op Society ,3.9,Belgaum + 11 more,Belgaum, 11,Private,27,51-200 Employees (India),,52,342,4,
Melstar Information Technologies ,3.2,"Mumbai,Maharashtra + 6 more",Mumbai, 6,Public,36,11-50 Employees (India),,52,194,24,
Fourth Dimension Technologies ,3.8,"Chennai,Tamil Nadu + 9 more",Chennai, 9,Private,33,51-200 Employees (India),,52,389,18,5
Imperia Structures ,4.2,"Delhi/NCR,Delhi + 8 more",Delhi/NCR, 8,Private,37,51-200 Employees (India),,52,224,8,
Denasa Buildcon ,3.8,"Pune,Maharashtra + 6 more",Pune, 6,Private,8,51-200 Employees (India),,52,244,,
Monocept ,3.7,Hyderabad + 2 more,Hyderabad, 2,Private,10,201-500 Employees (India),,52,473,15,3
Synergy Systems & Solutions ,4,Faridabad + 5 more,Faridabad, 5,Private,28,51-200 Employees (India),,52,250,1,2
Avantel ,4.2,"Hyderabad/Secunderabad,Telangana + 2 more",Hyderabad/Secunderabad, 2,Public,32,51-200 Employees (India),,52,300,1,5
Kankei ,4.1,"Mumbai,Maharashtra + 3 more",Mumbai, 3,Private,24,501-1k Employees (India),,52,162,4,
PE Electronics ,2.7,Mumbai + 17 more,Mumbai, 17,Private,12,201-500 Employees (Global),,52,51,,
Moving Picture Company ,4.2,London + 5 more,London, 5,Public,52,1k-5k Employees (Global),,52,249,183,
Datt Mediproducts ,3.7,New Delhi + 10 more,New, 10,Private,27,201-500 Employees (India),,52,170,,
Taehwa Enterprises ,3.5,Busan + 4 more,Busan, 4,,40,501-1k Employees (India),,52,205,,2
PageTraffic Web-Tech ,3.9,Chicago,#VALUE!,#VALUE!,Private,20,51-200 Employees (India),,52,106,28,2
Pixel Softek ,3.7,"Bangalore/Bengaluru,Karnataka",Bangalore/Bengaluru,#VALUE!,Private,26,51-200 Employees (India),,52,289,,1
Maya Digital Studios ,3.3,Mumbai + 2 more,Mumbai, 2,Private,26,201-500 Employees (India),,52,278,,3
Poornima College of Engineering ,4.4,Jaipur + 1 more,Jaipur, 1,Private,22,201-500 Employees (India),,52,94,,2
Surat Municipal Corporation ,4,Surat,#VALUE!,#VALUE!,Public,56,1k-5k Employees (India),,52,185,,1
Metro Group of Hospitals ,3.8,"Noida,Uttar Pradesh + 7 more",Noida, 7,Private,25,10k-50k Employees (Global),,52,94,,2
Sandfits Foundries ,3.2,"Coimbatore,Tamil Nadu",Coimbatore,#VALUE!,Private,60,51-200 Employees (India),,52,302,10,1
Silicus Technologies ,3.6,"Houston,Texas",Houston,#VALUE!,Private,22,501-1k Employees (Global),,52,261,,1
Zuti Engineering Solutions ,3.9,Hyderabad + 1 more,Hyderabad, 1,Private,18,51-200 Employees (India),,52,149,3,2
Next Retail ,4.3,Leicester + 20 more,Leicester, 20,Private,40,10k-50k Employees (Global),,52,91,,
Rage Frameworks ,3.7,"Dedham,Massachusetts",Dedham,#VALUE!,Private,15,51-200 Employees (India),,52,453,,
ACPL Systems ,3.7,Gurgaon + 12 more,Gurgaon, 12,Private,32,51-200 Employees (India),,52,285,1,2
TriZetto ,3,Missouri,#VALUE!,#VALUE!,Private,39,1 Lakh+ Employees (India),,52,76,,1
EAPRO Global ,3.9,Roorkee + 7 more,Roorkee, 7,Private,10,501-1k Employees (India),,52,210,,2
Wizcraft International Entertainment ,4,"Mumbai,Maharashtra + 7 more",Mumbai, 7,Private,34,501-1k Employees (India),,52,273,3,
The Jain International School ,4.1,Bengaluru + 10 more,Bengaluru, 10,,32,51-200 Employees (India),,52,205,,1
Scaleneworks ,3.7,"Bangalore,Karnataka + 10 more",Bangalore, 10,LLP,12,501-1k Employees (India),,52,370,151,3
360 Degree Cloud Technologies ,2.9,"Faridabad,Haryana + 4 more",Faridabad, 4,Private,10,51-200 Employees (India),,52,516,45,7
Proto-D Engineering ,3.8,Pune + 5 more,Pune, 5,,50,51-200 Employees (India),,52,319,,3
Worldwide Oilfield Machine ,4.1,Houston + 1 more,Houston, 1,,42,51-200 Employees (India),,52,303,,1
31 Parallel ,2.8,Shimla,#VALUE!,#VALUE!,Private,8,201-500 Employees (Global),,52,119,,3
Rapid Metro Rail Gurgaon ,3.2,Gurgaon,#VALUE!,#VALUE!,Public,13,201-500 Employees (India),,52,135,,2
ABACUS INDIA AGENCIES ,4.5,"Lucknow,Uttar Pradesh + 5 more",Lucknow, 5,,18,51-200 Employees (India),,52,30,,
GMR DIAL ,4.2,"New Delhi,Delhi + 1 more",New Delhi, 1,,16,5k-10k Employees (India),,52,262,,3
International Centre for Automotive Technology ,3.7,Gurugram + 2 more,Gurugram, 2,,16,201-500 Employees (India),,52,356,,
OSI Digital ,4,"Woodland Hills,California + 2 more",Woodland Hills, 2,Private,29,51-200 Employees (India),,52,994,8,4
SRM Institute of Science and Technology ,3.7,"Chennai,Tamil Nadu + 5 more",Chennai, 5,Private,37,1k-5k Employees (India),,52,401,13,5
Arcon TechSolutions ,4.1,"Mumbai,Maharashtra + 7 more",Mumbai, 7,Private,16,201-500 Employees (Global),,52,413,5,4
Arjas Steel ,4.5,"Bengaluru,,Karnataka + 3 more",Bengaluru, 3,,29,51-200 Employees (India),,52,437,,7
Paisalo Digital ,4.2,"Delhi/NCR,Delhi + 15 more",Delhi/NCR, 15,Public,30,51-200 Employees (India),,52,167,,2
India Ratings & Research ,3.9,"Mumbai,Maharashtra + 8 more",Mumbai, 8,Private,27,51-200 Employees (India),,52,321,,2
Energie Fitness ,4.5,"New Delhi,Delhi + 1 more",New Delhi, 1,,14,201-500 Employees (India),,52,91,7,1
NoPaperForms ,3.3,"Gurgaon,Haryana + 3 more",Gurgaon, 3,Private,5,51-200 Employees (India),,52,395,49,5
Suntara Cosmetics ,3.8,"Ahmedabad,Gujarat + 3 more",Ahmedabad, 3,Private,19,501-1k Employees (India),,52,365,2,6
Jumbotail Technologies ,3.8,"Bangalore/Bengaluru,Karnataka + 10 more",Bangalore/Bengaluru, 10,,7,201-500 Employees (India),,52,388,46,1
MyTeam11 ,4.6,"Jaipur,Rajasthan",Jaipur,#VALUE!,,6,201-500 Employees (India),,52,103,,2
Jakson and Company ,3.9,New Delhi + 12 more,New, 12,,75,501-1k Employees (India),,52,254,,1
Continental Tyres ,3.8,Bhopal + 10 more,Bhopal, 10,Private,30,,,52,263,,3
Shri Rathi Group ,3.3,Noida + 5 more,Noida, 5,Public,80,51-200 Employees (India),,52,207,,3
LeadSquared ,3.9,"Bangalore,Karnataka + 5 more",Bangalore, 5,Private,11,1k-5k Employees (India),,52,899,160,11
Kirloskar Group ,4,"Pune,Maharashtra + 22 more",Pune, 22,Public,134,10k-50k Employees (India),,2.2k,166,1,5
Embassy Group ,3.9,Bengaluru + 10 more,Bengaluru, 10,Private,29,501-1k Employees (India),,106,499,20,2
Samkrg Pistons and Rings ,4.2,"Hyderabad/Secunderabad,Telangana + 3 more",Hyderabad/Secunderabad, 3,Private,37,501-1k Employees (India),,51,133,,1
Intec Infonet ,4.2,New Delhi + 5 more,New, 5,Private,31,501-1k Employees (India),,51,413,6,4
Svasti Microfinance ,4.3,"Mumbai,Maharashtra + 15 more",Mumbai, 15,Private,14,501-1k Employees (India),,51,225,,1
Nitin Spinners ,4.1,"Bhilwara,Rajasthan + 2 more",Bhilwara, 2,Public,30,1k-5k Employees (India),,51,245,,
Ministry of Panchayati Raj ,4.4,New Delhi + 17 more,New, 17,Private,18,51-200 Employees (India),,51,182,,
HOV Services ,3.6,Pune + 3 more,Pune, 3,Public,33,51-200 Employees (India),,51,238,,
DP Chocolates ,3.9,Hyderabad + 4 more,Hyderabad, 4,,15,51-200 Employees (India),,51,233,,1
Medicamen Biotech ,4.2,"New Delhi,Delhi + 5 more",New Delhi, 5,Public,29,51-200 Employees (India),,51,288,,3
Belectric Photovoltaic ,3.9,Kolitzheim + 5 more,Kolitzheim, 5,,21,11-50 Employees (India),,51,300,,3
Autoprint Machinery Manufacturers ,3.9,"Coimbatore,Tamil Nadu + 5 more",Coimbatore, 5,Private,30,51-200 Employees (India),,51,168,1,1
MNC AUTOMATION ,3.9,Noida + 23 more,Noida, 23,,26,1-10 Employees (India),,51,254,,16
Deccan Chronicle Holdings ,4.1,Secunderabad + 11 more,Secunderabad, 11,Public,92,201-500 Employees (India),,51,195,,
Radiant Hitech Eng ,4.3,Vadodara + 1 more,Vadodara, 1,Private,43,,,51,183,,
Tide Water Oil ,4.6,Kolkata + 19 more,Kolkata, 19,Public,94,501-1k Employees (India),,51,273,4,1
Bse Institute ,4.3,"Mumbai,Maharashtra + 6 more",Mumbai, 6,Private,33,51-200 Employees (India),,51,228,3,3
Sequretek It Solutions ,3.5,"Mumbai,Maharashtra + 2 more",Mumbai, 2,Private,9,201-500 Employees (India),,51,579,15,1
Hfcl Infotel ,4.3,New Delhi + 23 more,New, 23,Public,35,1k-5k Employees (India),,51,145,,1
Kanchan Metals ,4,Kolkata + 6 more,Kolkata, 6,,38,51-200 Employees (India),,51,208,,
Hq Lamps Manufacturing ,3.9,Noida + 4 more,Noida, 4,,8,501-1k Employees (India),,51,238,,2
MPTA Education ,4.3,"Pune,Maharashtra + 10 more",Pune, 10,Public,17,51-200 Employees (India),,51,219,,
Htl Aircon ,4.1,"Mumbai,Maharashtra + 7 more",Mumbai, 7,Private,26,201-500 Employees (India),,51,339,,2
Tamimi Global ,4.3,Dammam + 6 more,Dammam, 6,Public,45,1 Lakh+ Employees (India),,51,72,,
Adyar Ananda Bhavan Sweets ,3.9,Chennai + 8 more,Chennai, 8,,42,1k-5k Employees (India),,51,184,1,1
Kranti Industries ,3.9,"Pune,Maharashtra + 2 more",Pune, 2,Private,41,51-200 Employees (India),,51,184,,1
Krazy Mantra IT ,3.7,Ahmedabad + 2 more,Ahmedabad, 2,Private,14,51-200 Employees (India),,51,171,94,3
Emxcel Travel Solutions ,3.4,"Ahmedabad,Gujarat + 8 more",Ahmedabad, 8,Private,6,51-200 Employees (India),,51,438,4,
Ravi Infrabuild Projects ,4.1,Udaipur + 7 more,Udaipur, 7,Private,13,201-500 Employees (India),,51,275,,2
Shivalik Rasayan ,3.6,New Delhi + 7 more,New, 7,Public,41,51-200 Employees (India),,51,246,3,2
Lakshmi Electrical Control Systems ,3.7,Coimbatore + 1 more,Coimbatore, 1,Public,41,51-200 Employees (India),,51,283,2,
Genus Innovation ,3.7,Jaipur + 9 more,Jaipur, 9,,24,201-500 Employees (India),,51,238,,2
GMC Nagpur ,3.8,Nagpur + 14 more,Nagpur, 14,Private,75,,,51,283,,
East West Seeds ,4.6,"Nonthaburi,Bangkok + 12 more",Nonthaburi, 12,Private,40,51-200 Employees (India),,51,217,,2
Lotus Surgicals ,3.8,Mumbai + 13 more,Mumbai, 13,,17,201-500 Employees (India),,51,243,,2
Ezetap Mobile Solutions ,4.4,"Bangalore,Karnataka + 11 more",Bangalore, 11,Private,11,51-200 Employees (India),,51,385,35,4
EMKAY AUTOMOBILE INDUSTRIES ,3.2,Gurgaon + 6 more,Gurgaon, 6,Public,44,1k-5k Employees (India),,51,183,,2
Doon Public School ,4.1,"Delhi/NCR,New Delhi + 16 more",Delhi/NCR, 16,Private,46,51-200 Employees (India),,51,226,,
Mizuho Bank ,3.9,Tokyo + 6 more,Tokyo, 6,Private,20,501-1k Employees (India),,51,413,,3
Global Shiksha ,3.6,Bengaluru + 3 more,Bengaluru, 3,Private,11,51-200 Employees (India),,51,105,35,4
Tecpro Systems ,3.7,"Gurgaon/Gurugram,Haryana + 12 more",Gurgaon/Gurugram, 12,Public,32,1k-5k Employees (Global),,51,147,,
Salora International ,3.9,"Delhi/NCR,Delhi + 7 more",Delhi/NCR, 7,Public,45,1k-5k Employees (India),,51,147,8,
Fibcom India ,3.3,Noida + 4 more,Noida, 4,Private,28,51-200 Employees (India),,51,198,,1
Trawex Technologies ,4.9,"Bangalore/Bengaluru,Karnataka",Bangalore/Bengaluru,#VALUE!,Private,9,51-200 Employees (India),,51,84,8,1
Jadavpur University ,4.3,Kolkata,#VALUE!,#VALUE!,Private,67,501-1k Employees (India),,51,175,,2
JIPMER ,4.4,Puducherry + 3 more,Puducherry, 3,Private,58,1k-5k Employees (Global),,51,212,,1
Solas Marine Services ,3.6,Dubai + 7 more,Dubai, 7,Private,34,501-1k Employees (India),,51,168,,
Shiv Nadar University ,4.1,"Noida,Uttar Pradesh + 8 more",Noida, 8,Private,11,501-1k Employees (India),,51,318,5,1
Futures First info Services ,3.5,Gurgaon + 7 more,Gurgaon, 7,Private,20,201-500 Employees (India),,51,420,21,43
UTi Worldwide ,4.1,Long Beach + 8 more,Long, 8,Private,36,10k-50k Employees (Global),,51,89,,1
Truebil ,3.5,"Mumbai,Maharashtra + 6 more",Mumbai, 6,Private,7,51-200 Employees (India),,51,262,,2
Dulux ,4.5,Gurugram + 30 more,Gurugram, 30,Private,91,1k-5k Employees (Global),,51,132,,
bebo Technologies ,3.9,"Chandigarh,Haryana + 2 more",Chandigarh, 2,Private,20,501-1k Employees (India),,51,583,64,3
American India Foundation ,3.9,New York + 20 more,New, 20,Private,21,11-50 Employees (India),,51,207,,5
Quality Care ,4.3,"Hyderabad,Telangana + 1 more",Hyderabad, 1,Private,25,5k-10k Employees (India),,51,240,6,2
Dynamic Transmission ,3.4,Rohtak + 2 more,Rohtak, 2,,26,51-200 Employees (India),,51,207,,4
Saasvaap Techies ,4.4,"Trivandrum/Thiruvananthapuram,Kerala + 3 more",Trivandrum/Thiruvananthapuram, 3,Private,18,51-200 Employees (India),,51,71,2,1
Sentec India Company ,3.8,Gurgaon + 4 more,Gurgaon, 4,Private,9,11-50 Employees (Global),,51,216,8,3
