Company Name,Rating,Locations,Headquarter,Number of locations,Public or private,How long since founded,Number of employees,Number of reviews,Amount of salaries,Number of jobs,Number of interviews,Country,Continent
Globus Stores ,4,"Mumbai,Maharashtra + 32 more",Mumbai,33,Private,24,501-1k Employees (India),192000,630000,4,3,India,Asia
Talwalkars Better value Fitness ,3.6,"Mumbai,Maharashtra + 52 more",Mumbai,53,Public,90,201-500 Employees (India),192000,600000,0,4,India,Asia
Total ,3.5,Paris + 33 more,Paris,33,Private,98,501-1k Employees (India),250000,682000,2,7,France,Europe
Tagros Chemicals ,3.8,"Chennai,Tamil Nadu + 5 more",Chennai,6,Private,18,51-200 Employees (India),191000,858000,0,11,India,Asia
Johnson Matthey ,4.1,London + 12 more,London,12,Private,205,501-1k Employees (India),191000,994000,8,14,United Kingdom,Europe
NetApp ,4.2,"San Jose,California + 3 more",San Jose,4,Private,30,1k-5k Employees (India),191000,2200,36,21,United States of America,Americas
Yalamanchili Software Exports ,3.3,Chennai + 10 more,Chennai,10,Public,21,51-200 Employees (India),191000,817000,10,6,India,Asia
Indo German Tool Room ,3.9,"Ahmedabad,Gujarat + 12 more",Ahmedabad,13,Private,27,51-200 Employees (India),191000,493000,0,3,India,Asia
Landis+Gyr ,4.1,"Zug,Zug + 7 more",Zug,8,Public,126,501-1k Employees (India),191000,1800,244,11,Switzerland,Europe
GMR Energy ,4.5,"Delhi,NCT + 23 more",Delhi,24,Public,26,1k-5k Employees (India),191000,794000,0,6,India,Asia
Subway ,4.5,"Milford,Connecticut + 45 more",Milford,46,Private,57,1k-5k Employees (India),191000,556000,0,5,United States of America,Americas
Red Hat ,4.6,"Raleigh,North Carolina + 6 more",Raleigh,7,Private,29,1k-5k Employees (India),191000,1800,44,22,United States of America,Americas
Sleek International ,3.9,"Mumbai,Maharashtra + 49 more",Mumbai,50,Private,29,501-1k Employees (India),190000,639000,0,10,India,Asia
Hyundai Construction Equipment ,4.2,"Pune,Maharashtra + 25 more",Pune,26,Private,15,51-200 Employees (India),190000,1000,1,9,India,Asia
IVTL Infoview Technologies ,3.3,"Chennai,Tamil Nadu + 1 more",Chennai,2,Private,22,51-200 Employees (India),190000,2400,0,3,India,Asia
Zovian Technologies ,4.9,Bangalore + 2 more,Bangalore,2,Private,6,1-10 Employees (India),190000,57000,0,3,India,Asia
Bluechip Corporate Investment Centre ,4.2,"Mumbai,Maharashtra + 62 more",Mumbai,63,Private,26,201-500 Employees (India),190000,784000,0,4,India,Asia
Matrix Cellular Services ,3.1,Delhi + 19 more,Delhi,19,Private,27,51-200 Employees (India),190000,629000,0,0,India,Asia
Bombay Rayon Fashions ,3.9,"Mumbai,Maharashtra + 11 more",Mumbai,12,Public,36,5k-10k Employees (India),190000,767000,0,2,India,Asia
Tradebulls ,3,"Mumbai,Maharashtra + 15 more",Mumbai,16,Private,13,11-50 Employees (India),190000,1100,19,6,India,Asia
Orchid Chemicals & Pharmaceuticals ,4,"Chennai,Tamil Nadu + 21 more",Chennai,22,Private,30,1k-5k Employees (India),304000,588000,0,3,India,Asia
Athenahealth Technology ,4.4,"Sydney,New South Wales + 5 more",Sydney,6,Private,25,1k-5k Employees (India),189000,1900,1,18,Australia,Oceania
Thought Focus ,3.8,"Milwaukee,Wisconsin + 4 more",Milwaukee,5,Private,18,1k-5k Employees (India),189000,1600,42,13,United States of America,Americas
Petrofac Engineering India ,3.8,London + 11 more,London,11,Private,19,1k-5k Employees (India),189000,1100,0,5,United Kingdom,Europe
Weblink In ,4,"New Delhi,Delhi + 5 more",New Delhi,6,Private,25,201-500 Employees (India),189000,738000,28,6,India,Asia
63 Moons Technologies ,3.9,"Mumbai,Maharashtra + 11 more",Mumbai,12,Public,34,501-1k Employees (India),189000,1300,23,6,India,Asia
Supr Daily ,3.9,"Bangalore,Karnataka + 22 more",Bangalore,23,Private,7,11-50 Employees (India),189000,1100,1,9,India,Asia
Jsw Energy ,4.1,Mumbai + 18 more,Mumbai,18,Public,28,1k-5k Employees (India),189000,1300,0,3,India,Asia
Halliburton ,3.8,"Houston,Texas + 18 more",Houston,19,Private,103,1k-5k Employees (India),189000,759000,5,10,United States of America,Americas
Resurgent India ,4.7,Gurgaon + 10 more,Gurgaon,10,Private,17,201-500 Employees (India),189000,197000,17,0,India,Asia
Vistara ,3.3,"Delhi,NCT + 17 more",Delhi,18,Private,9,1k-5k Employees (India),189000,1100,0,36,India,Asia
ESAB ,4.3,"Chennai,Tamil Nadu + 18 more",Chennai,19,Public,35,501-1k Employees (India),189000,822000,0,7,India,Asia
ISS SDB Security Services ,4.3,Mumbai + 41 more,Mumbai,41,Private,12,1k-5k Employees (India),189000,487000,0,2,India,Asia
Monnet Group ,4.1,"Raipur,Chhattisgarh + 13 more",Raipur,14,Public,32,501-1k Employees (India),189000,426000,1,7,India,Asia
Juniper Networks ,4.3,"Sunnyvale,California + 4 more",Sunnyvale,5,Private,26,1k-5k Employees (India),188000,2300,166,19,United States of America,Americas
Metric Stream Infotech ,3.4,"San Jose,California + 1 more",San Jose,2,Private,23,1k-5k Employees (India),188000,1900,1,5,United States of America,Americas
VVF ,4,Mumbai + 14 more,Mumbai,14,Public,83,1k-5k Employees (India),188000,769000,10,5,India,Asia
Grey Orange ,3.9,"Gurgaon,Haryana + 8 more",Gurgaon,9,Private,11,501-1k Employees (India),188000,1200,16,8,India,Asia
Rajasthan Patrika ,3,"Jaipur,Rajasthan + 35 more",Jaipur,36,Private,66,1k-5k Employees (India),187000,813000,0,3,India,Asia
NAFFCO ,3.9,"Dubai,Dubai + 15 more",Dubai,16,Private,31,201-500 Employees (India),187000,564000,0,11,United Arab Emirates,Asia
Eastman Chemical Company ,4.6,"Mumbai,Maharashtra + 2 more",Mumbai,3,,72,501-1k Employees (India),187000,447000,2,6,India,Asia
Simpa Energy ,4.2,"Bangalore,Karnataka + 29 more",Bangalore,30,,12,51-200 Employees (India),186000,412000,0,0,India,Asia
Laxmi Organic Industries ,4,"Mumbai,Maharashtra + 6 more",Mumbai,7,Public,30,201-500 Employees (India),186000,927000,2,8,India,Asia
Costa Cruise Lines ,4.5,Genoa + 9 more,Genoa,9,Private,74,51-200 Employees (India),186000,279000,0,4,Italy,Europe
Pegasystems ,3.8,"Cambridge,Massachusetts + 3 more",Cambridge,4,Private,39,1k-5k Employees (India),186000,2200,16,6,Canada,Americas
RDC Concrete (India) ,4,"Mumbai,Maharashtra + 27 more",Mumbai,28,Private,29,501-1k Employees (India),186000,753000,0,12,India,Asia
Alcon ,4.3,"Fort Worth,Texas + 27 more",Fort Worth,28,Public,77,1k-5k Employees (India),186000,1100,0,11,United States of America,Americas
Weddingz.in ,3.2,"Mumbai,Maharashtra + 29 more",Mumbai,30,Private,7,501-1k Employees (India),186000,1300,0,7,India,Asia
LearningMate Solutions ,4,"Mumbai,Maharashtra + 2 more",Mumbai,3,Private,21,1k-5k Employees (India),186000,1900,46,13,India,Asia
DBOI Global Services ,4.4,"Mumbai,Maharashtra + 5 more",Mumbai,6,Private,42,51-200 Employees (India),186000,1800,938,5,India,Asia
Zf Wind Power ,4.1,"Lommel,Belgium + 3 more",Lommel,4,,99,1k-5k Employees (India),186000,921000,0,8,Belgium,Europe
Novac Technology Solutions ,3.9,"Chennai,Tamil Nadu + 13 more",Chennai,14,Private,16,1k-5k Employees (India),186000,1600,48,16,India,Asia
ALTEN ,3.8,Paris + 9 more,Paris,9,Private,34,1k-5k Employees (India),441000,1700,9,12,France,Europe
Rosenberger Electronic ,4.1,Tittmoning + 24 more,Tittmoning,24,Private,64,501-1k Employees (India),185000,857000,0,5,Germany,Europe
Supermax Personal Care ,3.8,"Dubai,Dubai + 38 more",Dubai,39,Private,73,1k-5k Employees (India),185000,671000,0,5,United Arab Emirates,Asia
Delphi Automotive Systems ,4.1,Dublin + 15 more,Dublin,15,Public,28,51-200 Employees (India),185000,741000,14,2,Ireland,Europe
Pon Pure Chemical ,4.1,"Chennai,Tamil Nadu + 29 more",Chennai,30,Private,41,1k-5k Employees (India),185000,761000,10,3,India,Asia
Philips Innovation Campus ,4,Amsterdam + 6 more,Amsterdam,6,Public,24,1k-5k Employees (India),185000,2100,0,6,Netherlands,Europe
LendingKart ,3.4,"Ahmedabad,Gujarat + 18 more",Ahmedabad,19,Public,8,201-500 Employees (India),185000,1400,34,4,India,Asia
Sundaram Business Services ,3.5,Chennai + 6 more,Chennai,6,Private,21,501-1k Employees (India),185000,793000,0,2,India,Asia
LuLu Group International ,4,"Abu Dhabi,Abu Dhabi + 24 more",Abu Dhabi,25,Private,56,1k-5k Employees (India),335000,1000,1,7,United Arab Emirates,Asia
Faasos Food Services ,3.7,"Pune,Maharashtra + 16 more",Pune,17,Private,12,1k-5k Employees (India),184000,524000,0,1,India,Asia
Tata ClassEdge ,4.1,"Mumbai,Maharashtra + 38 more",Mumbai,39,Public,11,501-1k Employees (India),184000,796000,13,2,India,Asia
Sgs Tekniks Manufacturing ,3.9,Gurgaon + 7 more,Gurgaon,7,Private,32,201-500 Employees (India),184000,769000,0,5,India,Asia
Selec Controls ,3.6,"Mumbai,Maharashtra + 4 more",Mumbai,5,Private,22,501-1k Employees (India),184000,1300,2,4,India,Asia
Gyan Dairy ,3.9,"Lucknow,Uttar Pradesh + 13 more",Lucknow,14,Private,15,201-500 Employees (India),184000,670000,2,6,India,Asia
Bank of Maharashtra ,3.6,Pune + 44 more,Pune,44,Private,87,10k-50k Employees (India),184000,908000,0,15,India,Asia
Paper boat ,4,"Bangalore,Karnataka + 35 more",Bangalore,36,,9,51-200 Employees (India),184000,763000,1,8,India,Asia
PCS Technology ,3.7,"Pune,Maharashtra + 45 more",Pune,46,Public,41,1k-5k Employees (India),184000,346000,0,1,India,Asia
Macquarie Group ,3.9,Sydney + 8 more,Sydney,8,Private,53,51-200 Employees (India),184000,2000,37,6,Australia,Oceania
Zen3 Info Solutions ,3.8,"Redmond,Washington + 3 more",Redmond,4,Private,19,1k-5k Employees (India),184000,1400,16,6,United States of America,Americas
Allahabad Bank ,4.1,"Chennai,Tamil Nadu + 50 more",Chennai,51,Private,157,10k-50k Employees (India),184000,545000,0,2,India,Asia
Glenmark Life Sciences ,3.6,Mumbai + 9 more,Mumbai,9,Public,45,201-500 Employees (India),184000,1900,2,9,India,Asia
Inspirisys Solution ,3.9,Chennai + 30 more,Chennai,30,Public,31,1k-5k Employees (India),184000,2100,42,9,India,Asia
MIOT INTERNATIONAL ,4,"Chennai,Tamil Nadu + 6 more",Chennai,7,,23,501-1k Employees (India),184000,746000,20,4,India,Asia
Watertec India ,4.2,"Coimbatore,Tamil Nadu + 46 more",Coimbatore,47,Private,25,1k-5k Employees (India),183000,821000,18,2,India,Asia
Corona Remedies ,4.1,Ahmedabad + 36 more,Ahmedabad,36,Private,18,501-1k Employees (India),183000,698000,0,4,India,Asia
Aptus Value Housing Finance India ,4.4,"Chennai,Tamil Nadu + 76 more",Chennai,77,Private,13,1k-5k Employees (India),183000,878000,0,2,India,Asia
Secure Value ,3.5,"Mumbai,Maharashtra + 56 more",Mumbai,57,Private,20,10k-50k Employees (India),183000,652000,0,3,India,Asia
Dun & Bradstreet ,3.9,"Short Hills,New Jersey + 10 more",Short Hills,11,Private,181,501-1k Employees (India),183000,1400,147,13,United States of America,Americas
IIT Bombay ,4.6,"Mumbai,Maharashtra + 4 more",Mumbai,5,Public,64,501-1k Employees (India),183000,1200,18,14,India,Asia
Magic Software ,3.7,"Or Yehuda,Tel Aviv + 3 more",Or Yehuda,4,Private,39,201-500 Employees (India),183000,1600,24,7,Israel,Asia
Flyhomes ,4.7,"Seattle,Washington + 8 more",Seattle,9,,7,201-500 Employees (India),203000,159000,14,1,United States of America,Americas
Buzzworks Business Services ,4.1,"Chennai,Tamil Nadu + 31 more",Chennai,32,Private,23,501-1k Employees (India),182000,1100,18,7,India,Asia
Fossil Group ,3.8,"Richardson,Texas + 22 more",Richardson,23,Private,38,501-1k Employees (India),182000,987000,0,10,United States of America,Americas
Central Institute of Plastics Engineering & Technology ,3.7,"Chennai,Tamil Nadu + 34 more",Chennai,35,Public,54,51-200 Employees (India),182000,762000,0,3,India,Asia
Epiroc ,4,Stockholm + 14 more,Stockholm,14,Public,149,1k-5k Employees (India),182000,1200,7,12,Sweden,Europe
Khimji Ramdas ,4,Muscat + 20 more,Muscat,20,Private,152,201-500 Employees (India),182000,511000,4,6,Oman,Asia
Arena Animation ,3.9,Mumbai + 48 more,Mumbai,48,Private,26,11-50 Employees (India),182000,789000,23,8,India,Asia
myGate ,3.4,"Bangalore,Karnataka + 16 more",Bangalore,17,Private,6,1k-5k Employees (India),182000,1500,96,9,India,Asia
Murugappa Group ,4.1,"Chennai,Tamil Nadu + 52 more",Chennai,53,Private,122,50k-1 Lakh Employees (India),6000,689000,116,6,India,Asia
Treebo Hotels ,3.7,"Bangalore,Karnataka + 24 more",Bangalore,25,Private,7,51-200 Employees (India),184000,889000,16,8,India,Asia
Adani Gas ,3.9,"Ahmedabad,Gujrat + 38 more",Ahmedabad,39,Public,18,201-500 Employees (India),181000,1400,0,16,India,Asia
Veeda Clinical Research ,4.4,"Ahmedabad,Gujarat + 3 more",Ahmedabad,4,Private,18,501-1k Employees (India),181000,917000,3,3,India,Asia
NGA HR ,3.9,"Hemel Hempstead,Hertfordshire + 13 more",Hemel Hempstead,14,Private,53,1k-5k Employees (India),181000,2700,3,8,United Kingdom,Europe
Systems Plus ,4.5,"Dallas,Texas + 5 more",Dallas,6,Private,35,201-500 Employees (India),181000,799000,3,8,United States of America,Americas
Arabian Industries ,4.2,Muscat + 7 more,Muscat,7,Private,31,51-200 Employees (India),181000,500000,0,5,Oman,Asia
Sequential Technology International  ,3.9,Windermere + 5 more,Windermere,5,Private,6,501-1k Employees (India),181000,727000,2,3,United Kingdom,Europe
Akamai Technologies ,4.6,"Cambridge,Massachusetts + 2 more",Cambridge,3,Private,24,1k-5k Employees (India),181000,1900,16,16,Canada,Americas
Jay Chemical Industries ,4,"Ahmedabad,Gujarat + 13 more",Ahmedabad,14,Private,55,1k-5k Employees (India),180000,916000,0,7,India,Asia
Arabian Construction Company ,4.2,Beirut + 21 more,Beirut,21,Private,55,10k-50k Employees (India),180000,536000,0,7,Lebanon,Asia
Columbia Petro Chem ,4.2,"Mumbai,Maharashtra + 10 more",Mumbai,11,Private,62,51-200 Employees (India),180000,288000,17,5,India,Asia
DataTrained ,4.6,"Bangalore,Karnataka + 1 more",Bangalore,2,LLP,10,51-200 Employees (India),180000,198000,74,10,India,Asia
Danone Nutricia ,3.5,Barcelona + 41 more,Barcelona,41,Private,126,51-200 Employees (India),180000,564000,0,8,Spain,Europe
Sears Holdings ,3.4,"Hoffman Estates,Illinois + 4 more",Hoffman Estates,5,Private,13,501-1k Employees (India),185000,1300,0,4,United States of America,Americas
Coolberg Beverages ,3.6,"Mumbai,Maharashtra + 26 more",Mumbai,27,Private,6,201-500 Employees (India),179000,365000,16,10,India,Asia
Infodrive ,4.6,"New Delhi,Delhi + 2 more",New Delhi,3,Private,26,51-200 Employees (India),179000,224000,2,2,India,Asia
NBC Bearings ,3.9,"Jaipur,Rajasthan + 11 more",Jaipur,12,Public,76,1-10 Employees (India),179000,944000,0,18,India,Asia
ANZ Operations & Technology ,4.4,Melbourne + 2 more,Melbourne,2,,33,1k-5k Employees (India),179000,1600,0,6,Australia,Oceania
Nalco water ,4.4,Naperville + 27 more,Naperville,27,Private,94,1k-5k Employees (India),179000,601000,2,6,United States of America,Americas
Indium Software ,4.1,"Chennai,Tamil Nadu + 5 more",Chennai,6,Private,23,1k-5k Employees (India),179000,2500,93,34,India,Asia
Jockey ,4.2,Kenosha + 61 more,Kenosha,61,Private,146,10k-50k Employees (India),179000,935000,0,5,United States of America,Americas
Signode ,4.1,"Glenview,Illinois + 26 more",Glenview,27,Private,109,501-1k Employees (India),179000,936000,1,8,United States of America,Americas
Aachi Foods ,4,"Chennai,Tamil Nadu + 21 more",Chennai,22,Private,27,501-1k Employees (India),179000,796000,8,12,India,Asia
ARMSOFTECH.AIR  ,3.7,"Chennai,Tamil Nadu + 9 more",Chennai,10,,5,201-500 Employees (India),179000,757000,8,11,India,Asia
Qatar Petroleum ,4.2,Doha + 10 more,Doha,10,Other,48,501-1k Employees (India),1100,497000,0,7,Qatar,Asia
Cargo Motors ,3.9,"Ahmedabad,Gujrat + 20 more",Ahmedabad,21,Private,63,1k-5k Employees (India),178000,635000,2,3,India,Asia
S.c Johnson Products ,4.3,"Racine,Wisconsin + 38 more",Racine,39,Private,136,501-1k Employees (India),178000,515000,0,0,United States of America,Americas
Stellar Value Chain Solutions ,3.5,"Mumbai,Maharashtra + 25 more",Mumbai,26,Private,6,1k-5k Employees (India),178000,1100,4,26,India,Asia
Global Edge Software ,3.5,"Bangalore,Karnataka + 6 more",Bangalore,7,Private,17,201-500 Employees (India),178000,1800,1,10,India,Asia
Suburban Diagnostics ,4.1,"Mumbai,Maharashtra + 10 more",Mumbai,11,Private,28,201-500 Employees (India),178000,706000,5,2,India,Asia
Bombay Intelligence Security ,3.9,"Mumbai,Maharashtra + 40 more",Mumbai,41,Private,46,51-200 Employees (India),178000,521000,4,6,India,Asia
Equiniti ,3.5,London + 1 more,London,1,Public,17,201-500 Employees (India),178000,1700,246,4,United Kingdom,Europe
INDIAN PUBLIC SCHOOL ,4,"Salem,Tamil Nadu + 36 more",Salem,37,Private,18,1k-5k Employees (India),178000,801000,6,3,India,Asia
InfoStretch ,3.7,"Santa Clara,California + 4 more",Santa Clara,5,Private,18,1k-5k Employees (India),177000,1900,392,7,Cuba,Americas
Ascent Business Solutions ,3.7,"Roseland,NJ + 7 more",Roseland,8,Private,21,201-500 Employees (India),177000,885000,13,5,United States of America,Americas
Shah Technical Consultants ,3.8,"Mumbai,Maharashtra + 35 more",Mumbai,36,Private,13,51-200 Employees (India),177000,626000,0,9,India,Asia
AVAYA ,4.3,"Durham,North Carolina + 7 more",Durham,8,Private,22,1k-5k Employees (India),177000,1600,0,21,United States of America,Americas
 MEP Infrastructure Developers ,3.5,"Mumbai,Maharashtra + 23 more",Mumbai,24,Public,20,1k-5k Employees (India),177000,795000,10,6,India,Asia
Fosroc Chemicals India ,4.4,Dubai + 30 more,Dubai,30,Private,50,201-500 Employees (India),177000,741000,14,5,United Arab Emirates,Asia
Drydocks World Dubai ,4.2,"Dubai,Dubai + 11 more",Dubai,12,LLC,39,1k-5k Employees (India),177000,294000,0,2,United Arab Emirates,Asia
Keihin India Manufacturing ,4.2,Tokyo + 8 more,Tokyo,8,,66,51-200 Employees (India),177000,895000,0,4,Japan,Asia
Creative Hands HR Consultancy ,3.6,Chennai + 34 more,Chennai,34,Private,10,51-200 Employees (Global),177000,146000,2,15,India,Asia
Refinitiv  ,4.2,"Mumbai,Maharashtra + 1 more",Mumbai,2,Private,4,51-200 Employees (India),177000,1900,91,12,India,Asia
The Indian Hotels Company ,4.3,"Mumbai,Maharashtra + 28 more",Mumbai,29,Private,123,1k-5k Employees (India),1800,752000,36,9,India,Asia
Meghmani Organics ,4.1,"Ahmedabad,Gujarat + 11 more",Ahmedabad,12,Public,36,501-1k Employees (India),271000,1200,1,14,India,Asia
Maxi Multiservices ,3,Lucknow + 46 more,Lucknow,46,Private,7,201-500 Employees (Global),176000,120000,0,2,India,Asia
Excitel Broadband ,3.9,"Delhi,NCT + 19 more",Delhi,20,Private,7,1k-5k Employees (India),176000,902000,42,16,India,Asia
OnePlus ,4,"Shenzhen,Guangdong + 33 more",Shenzhen,34,Public,9,1k-5k Employees (India),176000,1200,58,13,China,Asia
KOREA PLANT SERVICE AND ENGINEERING ,3.5,"Naju,Jeollanam-do + 13 more",Naju,14,Private,38,1-10 Employees (India),176000,701000,3,8,South Korea,Asia
Apparel Group ,3.4,"Dubai,Dubai + 17 more",Dubai,18,Private,23,201-500 Employees (India),176000,637000,0,10,United Arab Emirates,Asia
Tube Products of India ,4.1,"Chennai,Tamil Nadu + 9 more",Chennai,10,Private,67,10k-50k Employees (India),176000,854000,0,2,India,Asia
Box8 ,3.6,"Mumbai,Maharashtra + 12 more",Mumbai,13,Private,11,1k-5k Employees (India),176000,799000,5,2,India,Asia
Bajaj Hindusthan ,4.1,"Mumbai,Maharashtra + 13 more",Mumbai,14,Public,91,1k-5k Employees (India),176000,563000,0,3,India,Asia
Anand Rathi Global Finance ,3.7,Mumbai + 34 more,Mumbai,34,Private,40,51-200 Employees (India),176000,1200,5,6,India,Asia
Casagrand ,4,"Chennai,Tamil Nadu + 7 more",Chennai,8,Private,18,501-1k Employees (India),176000,954000,0,4,India,Asia
PhyCARE Solutions ,3.8,"Bronx,New York + 3 more",Bronx,4,Private,22,501-1k Employees (India),175000,700000,0,9,United States of America,Americas
BRLPS ,4.1,Patna + 39 more,Patna,39,,15,1k-5k Employees (India),175000,557000,0,7,India,Asia
HUDL ,3.6,"Lincoln,Nebraska + 8 more",Lincoln,9,Private,16,501-1k Employees (India),175000,619000,0,11,United States of America,Americas
Berkadia ,4.3,"New York,New York + 1 more",New York,2,Private,13,1k-5k Employees (India),175000,1200,12,7,United States of America,Americas
Forever Living Products ,4.5,"Scottsdale,Arizona + 33 more",Scottsdale,34,Private,44,11-50 Employees (India),175000,830000,0,18,United States of America,Americas
Amara Raja Power Systems ,4,"Tirupati,Andhra Pradesh + 27 more",Tirupati,28,,37,10k-50k Employees (India),175000,906000,14,3,India,Asia
Allianz ,4.3,Munich + 10 more,Munich,10,Private,132,10k-50k Employees (India),1100,1500,8,7,Germany,Europe
